pathway	description	100-A	100-P	71-A	71-P	72-A	72-P	73-A	73-P	74-A	74-P	75-A	75-P	76-A	76-P	77-A	77-P	78-A	78-P	79-A	79-P	80-A	80-P	81-A	81-P	82-A	82-P	83-A	83-P	84-A	84-P	85-A	85-P	86-A	86-P	87-A	87-P	88-A	88-P	89-A	89-P	90-A	90-P	91-A	91-P	92-A	92-P	93-A	93-P	94-A	94-P	95-A	95-P	96-A	96-P	97-A	97-P	99-A	99-P	PCR-Blank1	PCR-Blank2	Positive1	Positive2	Reagent-Blank1	Reagent-Blank2
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	22617.284819659195	33738.56192910132	21493.763067544027	15524.629095020897	24464.7524216384	12191.46819990712	9922.696656222388	25971.042646603262	24485.29856520621	14918.564213075386	20087.27467664464	22840.8908720863	92753.29768722397	74665.84239670877	34495.519381592545	23506.310003779712	41079.49234391582	36288.58021258871	36540.332603617215	44206.53864837092	39434.40766251115	42321.37376292725	38627.48849325905	45713.56236133382	16559.790511284576	24718.70321900356	13088.457365538514	20848.7590696667	7989.917498769896	26709.025441005	15979.041906701745	19090.949494779405	0.0	13479.293648066368	25945.09669542404	50.17663817663815	16968.351891983915	24433.69747968437	5647.696854557047	13508.570400075763	11613.340322833888	9288.972486934355	8296.609186039894	8113.07274363822	229.94038203066245	15931.653506315412	19677.9740130497	20287.952325655533	7034.698942301165	16708.782507453896	23824.5464858479	25404.994679837164	7193.921327558976	17259.93359936532	12058.061310486351	28713.723021130583	191.6941101161141	22393.602305719018	21405.12108502744	23334.805610989435	20006.012747367025	14257.212125018808	22579.850180608715	6867.795623108988
PWY-922	mevalonate pathway I (eukaryotes and bacteria)	765.7854669063739	3397.044499767859	749.7466670628121	1385.6291106858323	107.73821499458188	519.3010253604774	312.01573509627343	2997.6745605100527	0.0	1701.2754587006618	1211.7901836407325	1744.029760763838	64.12053317760844	200.1254858885136	0.0	1350.1669372998012	140.55791970986482	2714.441716971548	31.992959464334604	545.8423730735741	0.0	149.38362635828915	3633.836571252091	116.14467980027392	164.97410181841062	2514.296663810316	2351.930031976358	0.0	37.32282887513502	1646.703580895776	3235.904049116522	1204.4612862370125	0.0	2660.1189643227976	3703.1306875122655	0.0	3589.9456848468703	5750.122213318574	0.0	1574.599532345222	557.6482381189094	765.8960612831715	1236.492899447562	1629.2999702513246	0.0	1796.0426261458213	861.2323475103567	1829.689271875333	0.0	1068.599699642435	149.6904441935433	1207.825702724116	872.8160696406974	1460.3801859114842	147.52371749536377	3589.2321562240963	10.091694337409232	1601.885894157122	1319.900413848967	0.0	0.0	0.0	0.0	0.0
PWY-I9	L-cysteine biosynthesis VI (from L-methionine)	11962.917380486551	32296.95070067283	11430.943844489191	15609.949450391556	9370.23384517794	10705.675488035433	9473.739269903675	23436.237180558423	15094.956210929824	16046.77431095961	14770.824395234296	19787.80239048461	85865.66656789412	68826.99637595627	31398.826392361887	20768.363190627337	37693.93054958735	32359.39283600598	30132.790559492107	40506.42282229458	27986.01906832648	39025.97049766765	34423.69906375572	42348.26473478825	12691.736815720194	21613.182988882687	10599.968501434383	13053.94910778025	6894.779812695976	28139.34189384894	11451.821866049748	17349.91965528508	0.0	11506.04929145755	19354.80050796008	84.39716312056738	16960.942138131315	26636.87045555989	4354.68947993303	13483.293339838268	7471.440532401637	8757.891350634569	7532.929058518514	6780.202531421041	182.0290399523775	16794.35580248203	25563.339214542957	22517.946359813985	5917.306726171268	20640.824560477493	19877.91659345906	17978.13958011733	4995.285492664776	15649.127461761633	5871.174804734307	30545.465207093064	173.02787851345988	22553.142022776246	14361.394949275013	8923.935808698194	10483.454818646029	7951.661614028108	15825.055179330617	5689.0
PWY0-1061	superpathway of L-alanine biosynthesis	21134.89604935271	41608.09631435703	17686.382862580587	19272.683608754	21111.256506314206	15822.612641317888	12858.90791086716	28973.919364055288	30366.256792504657	18685.876812835013	16575.151094665624	23984.601463738138	1079.7366573811216	5375.854563105291	2085.692083009333	11676.36768318452	3274.6311163266546	20261.81253666478	8397.2512614599	42396.06352589065	18689.706767724747	2594.437952383583	20424.98009343929	1096.0217725586822	18155.540015219245	26791.315132815736	17014.866527669034	22457.87808560614	9419.14616517734	32518.96274331532	19775.51848365778	22895.168418615664	0.0	14227.205500608834	25543.66936112546	94.27981651376146	18142.01288541496	29909.542610902623	6609.380548306537	16594.323366613142	10422.079502705194	10726.461036028264	8840.93022510534	9000.748185351893	282.5249973937817	20088.8575875828	28134.274927345923	25914.98919553018	10409.341988627048	22845.22099752065	24236.470432666974	22986.11140054808	6376.08174504712	19857.04199681104	7432.786381262449	36082.30465439997	196.41388540910577	27507.390772711045	25307.979159757637	28579.99874143618	10974.059961845933	6855.190673193133	26545.460815647337	8472.277961854134
PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	9502.226942525924	17154.984522398972	3763.7398973022105	5334.109991693154	4397.475350066654	3026.0797477004194	4300.8304911289615	11830.109028293526	12654.708666521165	3666.0704409213504	5142.709059551984	9788.876926586168	184.696920880503	822.6780350487459	8.936101933884316	2713.577641250051	710.3196302827764	4796.49093421662	1931.6299202025816	13071.877555603172	3023.1935449038438	471.5067932272751	2460.565741415012	234.5218675470636	4091.360202120825	12087.967515981518	3430.4748727189703	8772.617282639098	1942.473120503248	10607.843443381613	3169.349096278084	7626.152714891922	0.0	7505.380861039007	8159.580240416688	17.0	6118.177092823966	9712.649674984656	3630.756685264214	4324.358882349485	4509.194229195977	4631.661340287282	2533.8193975265144	4194.268410540266	141.1376796848012	5023.687974483431	6522.000436380062	8504.413804210066	2678.2876158594445	6197.959694998978	6245.303461088732	7015.405230022411	2490.386515328642	8581.537819205301	4533.362953702716	11127.128407428354	45.06416286609702	7858.122077020836	6535.802978033183	14859.611651624557	2952.327741891416	1590.9040907584204	7101.008503781604	6174.444444444445
PWY0-1261	anhydromuropeptides recycling I	9443.252929731932	28143.638846210637	5035.690652361177	8672.291418578414	8325.564950439626	3500.600970784525	6279.80225605284	18366.707873075444	24283.93242184839	7352.431828554183	7808.648004307538	11069.309717765773	217.0751016466215	3260.2625388644847	985.2092837959888	6518.514938089254	1767.7306624805203	10722.379922854903	2919.6001099806235	26291.449706532047	7149.926486121013	1337.6479257802146	2595.143253146239	636.7387957041243	7196.4580526815735	15065.697858694	6039.95815533741	17008.109319865594	626.4180130918563	21859.118578223824	8064.546416238326	11980.889150656138	0.0	8199.920995658502	19325.473585487656	34.0095891515483	9607.909590605124	16995.27416128455	6237.997128521006	8552.319200396742	5409.510827123195	7235.421768785875	4432.279434355625	5141.0516167740525	220.495372770754	10046.319118125202	12385.232916031067	13569.701710986075	4708.757589886579	7663.419812353008	18259.34469486061	22396.03399527429	2690.010840260717	14056.970600820832	3274.030067624324	20863.403210624216	73.61109571225504	17835.366496795687	15246.794014228446	26100.266355706124	6719.427187891182	3772.1844279779634	18592.538073591026	10872.391304347826
PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.0	5.355499091734426	366.826344056854	5.329520437584595	0.0	13.343999918849846	0.0	13.875478767837173	0.0	0.0	307.297225471877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.714157843210034	0.0	0.0	0.0	0.0	221.07369642316647	11.366880900825258	0.0	0.0	0.0	30.35460827078268	0.0	0.0	0.0	66.2596646705935	11.776357496888364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.232976915314325	0.0	0.0	10.314548788064954	0.0	0.0	0.0	10.482518126516691	0.0	0.0	0.0	0.0	4.283822898665624	0.0
PWY0-1296	purine ribonucleosides degradation	11280.698252230964	17368.680389804707	11010.461029397416	13140.684483640283	12245.079125959135	15016.3898237853	5454.030940578619	12144.65797964124	24535.71823997287	18230.605550394823	13162.004597927107	18116.47218671775	643.5523212275613	3246.511996297732	229.49366321582409	5111.030435361214	1266.9775835775663	10213.092111397964	6451.962654761051	15044.147442712674	11897.969213489429	4852.249864126141	10159.275984321825	2529.854711902476	17583.917460244287	17706.81549485159	13909.875403563983	21328.77480333205	5372.831238683132	14137.351827654442	13133.067837977178	14969.073294618438	0.0	11623.897016206543	22037.163496345864	98.10687022900764	13585.291480207588	18365.03941074821	9105.027784538705	13391.331018286137	5799.765563290803	4742.937202429905	5264.240976528375	6232.692195010865	243.61686854941053	8238.753823905594	27915.199310063417	21412.282477954148	7488.282220109102	20778.30580788539	3451.994878599058	1477.1397100047857	3362.821628646458	6161.544932475087	6351.91893762917	25908.39579099027	56.8703960720131	7919.566285322206	20066.46915795953	25413.00063544256	10871.832616696882	6272.61036914759	23424.82925982158	14424.304504963096
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	11528.40737440563	21344.61899563696	7851.806053088734	11748.143811435591	10622.126010649634	10257.682302840554	6396.582104496265	15500.82031778952	13134.58966310843	14009.870348963106	10652.401751768017	15806.948283904432	718.6999295344901	4475.054025428031	229.4780940440569	5691.1937853036425	2356.7123305312216	13275.959554638184	7061.560289125734	27574.28144945339	11125.384849897966	4848.56858334782	12734.70142374615	2529.2013153955368	13192.238909681211	15761.13460960057	11559.859703541915	12027.698851087684	3611.729374675685	21440.734731700133	10076.241246906277	13214.565510742712	0.0	10586.350058544236	17537.740876143405	83.55117871235372	13588.38274322728	21607.094383547686	5964.494310636838	11494.700213200818	4914.44736362134	5910.487011524561	4822.626932395338	5372.584468588033	154.36819407249988	14957.263522044774	24571.183465195816	19183.584995306388	5600.2247118439045	20747.83705383731	10900.5472490812	12596.163855883002	3097.331836692555	8786.691323814597	4886.833871458951	22884.790306538405	108.37032027646384	17616.5748959116	6453.244885573973	7515.171789963915	12469.64719689636	9055.137226412133	7081.273145524175	8068.132264739298
PWY0-1319	CDP-diacylglycerol biosynthesis II	29103.44369809579	49891.23095647155	25788.87747478185	26967.66255342336	29358.635086288898	25167.1656867008	16973.634091484422	39833.04611937566	35855.69132543436	26158.883563603275	29916.825082127816	32278.44093337144	171444.4461789798	137212.76055373586	62989.44467144034	37489.13550424211	74758.33207411501	59527.12980435974	59449.43725803588	76065.23304259506	60584.94346229954	76855.17694702705	62678.742234595375	83995.9749249889	26150.94136659896	35202.02594692777	20795.57408381736	29266.239393882817	13872.863523499816	47416.90630752976	19619.073989009925	29712.60535685297	0.0	17637.099554388573	35018.12289554294	117.42852275631016	27645.90138355544	42249.36747396169	7083.779666073911	21558.21844096029	15892.240139532712	15006.337966833453	12144.272883596856	10794.051102637604	377.76407036115904	27033.564607740147	34661.03204517857	33892.88150289127	11828.950040592808	30096.42794752122	37830.97709971721	43159.40643060022	10047.524702578938	24952.204478986165	15863.484520123193	48583.747476592725	312.8440487641168	39311.09363756396	29354.48493903815	30945.503193617784	23280.09386751684	16339.04457530098	30663.4168151731	8374.831745403846
PWY0-1337	oleate &beta;-oxidation	966.046416917464	81.7145446057081	528.002335629655	0.0	0.0	0.0	176.4523025163064	14.245661000011776	0.0	0.0	1989.467222572228	0.0	14.287466046213984	6.0413285761489774	8.972691249849614	22.228656465309285	84.48653271393044	13.988224402010411	50.39286541768447	236.9070191303816	23.136411780958355	88.73838442904213	0.0	188.65761344655724	2524.634404420299	14.034941263795186	0.0	0.0	0.0	51.36300802134252	0.0	25.474086156030463	0.0	303.8953657036619	0.0	0.0	0.0	0.0	0.0	5.490549856708968	0.0	0.0	0.0	0.0	0.0	0.0	96.01520141959236	0.0	0.0	0.0	22.27140119076561	0.0	0.0	26.71547949335705	111.8247071194686	0.0	0.0	0.0	0.0	7684.189353351197	0.0	0.0	0.0	0.0
PWY0-1338	polymyxin resistance	604.4733817260052	6.680197952378651	281.8780357950497	4.84375	114.71466572419853	22.11633040722283	210.7092144157829	5.115640584694754	7175.217383296437	2045.14	588.952609541908	9.844570034307978	17.796368891224382	3.43	2.2622047563664256	1.953325889534018	14.155494678754431	9.065046626772334	16.960491576896427	97.68242808386154	1.1830503033535231	11.475856469355683	1.0	24.71334696812866	506.2154650646792	0.0	1842.0	6230.65551025638	0.0	14.9756107034959	1384.0800000000002	602.6525260467989	0.0	87.43990384615385	2336.28	0.0	343.9593583144571	229.1234238695114	3024.97163338671	893.0256011389264	16.223591453972517	2.7965862242332835	15.035881731784585	66.89354262378765	88.42999999999999	488.2840414477861	179.85	554.71	1693.849632186758	156.3044952507179	0.0	9.221632603563428	265.21488806460485	3.435114503816794	212.039980782548	80.4028117553614	2.14	0.0	4828.15	3999.720560539755	1077.72	753.71	5191.9	5557.0
PWY0-1415	superpathway of heme b biosynthesis from uroporphyrinogen-III	2311.4345426931463	6406.958694309084	1178.732050496908	2209.2888529556776	575.5259451650608	626.8712830980073	1502.626042930218	6611.05440161961	6016.473459657765	3842.747037827541	2486.66638417822	3273.6096394075857	89.05916087584161	900.2411132090792	3.4110507187115773	781.6059906362237	563.0328548673137	2437.4792421520724	576.4555343583169	8960.842106968528	22.22324129772503	359.9077929130497	492.4316547292733	153.6841503600857	2095.444147751897	4752.11789274417	1662.0698931544352	3232.4507829072386	167.79354977768858	7821.516043341228	2567.1245259060065	4031.016845516336	0.0	1785.9164683510908	6226.577637634116	0.0	3054.985887088499	5034.187724314927	3260.4012840105365	2997.097444878681	1466.9140992310406	2356.321465724786	932.6179239482128	1233.521588557159	81.31331700781739	3029.6258061228127	6085.7697837893165	5677.124610738254	1824.0468816621565	4052.34126886922	5255.399759353866	6167.100341319229	721.070829427867	2026.689467198841	756.5467886548025	7445.689693436715	16.54620982089317	3527.0351535273808	3575.095985208497	5830.312470083744	2122.809019281457	1374.0781194237222	5249.492388115555	5600.314083259522
PWY0-1477	ethanolamine utilization	6783.8093666357945	13027.043526877324	8800.238072299591	4397.311872344419	7005.2854733869335	9332.423534185778	4579.562027567755	13505.006932555494	21356.543232133296	19654.94776472104	13486.635490341769	9565.05877683215	1168.9206040734996	1746.7285296180237	162.3082351975301	2659.146106745398	448.9238976797009	3166.7470222121483	4774.222719519151	13465.428614735514	6075.822840240238	451.89291623156186	2999.596422447739	1109.9324202954465	9635.995008406871	6378.0005240277405	7633.592035658709	18197.066668239688	3481.2959000928445	25731.852825377693	6638.593641852908	9806.451340220934	0.0	3997.2468612771554	15481.429414279126	0.0	8042.020826740319	11016.152943612464	9221.834053144434	8908.114210045756	3108.977838179945	2702.484391274348	2773.161313031416	1551.1826728605258	256.73093130339066	19627.96875182186	3189.977695979944	6295.449342855811	8836.836340118412	3653.9213589835063	9250.500179684886	2483.777094881369	3575.5190123401635	4705.286654291062	2607.487444431144	5154.699474822137	125.73434534077457	19318.39122480995	17633.41671780256	13069.667778025616	11575.515445372766	6449.071536335565	20370.240556966943	15887.576789009638
PWY0-1479	tRNA processing	7163.490132844867	22571.843966112378	5244.059053102884	8752.346716787908	3328.7631144668	2471.870340437738	6858.689182233848	16051.38705996518	10126.054224442812	5688.900474085129	7698.401303524362	9183.226786502064	153.7650771376346	2437.8215570242555	34.7712220537604	3564.453498716758	1278.1896717872796	9147.760110487188	2164.8777574840024	20863.478282474814	977.896012507199	1075.9267850611418	3055.4598382467	302.0228004465714	5415.392041368509	12245.799135323174	4832.518465560866	7160.20046009372	1805.5091008031425	17573.288301243392	6350.013800801682	9031.43954233464	0.0	4599.119652016812	12219.585184419184	27.38255033557047	9660.249467513066	14429.918679315428	4000.503133721111	7746.555618731985	5319.069253795349	6000.175922471139	3798.417062525552	3691.3739672330025	152.21865803004266	8938.928485076947	10274.820238400884	12399.45875170918	4306.4993836198655	7332.835717061943	13750.719172668783	15365.440890040163	2797.165495593231	11934.290993011517	1759.1819446185802	19076.040460692875	111.02989124511862	15344.375278318474	10565.688153019972	15830.225202854865	4650.716773783868	2872.1203621678856	12557.911431512528	5677.76095545977
PWY0-1533	methylphosphonate degradation I	341.8984103075804	0.0	1148.4761937333967	73.14303385239093	1251.0197042635186	1412.8898460710946	344.5936374407836	257.8733216532562	6629.145228689991	1839.2216429983823	3430.8042434861063	327.46092469696043	12.319194823867722	92.08577335489106	5.322255168223668	24.84369618527683	66.61984860164466	71.57778506972929	526.1869575701386	143.6900204244673	1085.466787224318	25.008699630942992	0.0	105.66915532268442	3677.8564947959617	44.38378949870917	2796.970928308253	6540.327212911218	14.211131518979846	84.53704074991771	600.5978541704269	747.6454218344551	0.0	162.9156729733645	2737.4835955386347	0.0	967.2487838442094	221.4501926013668	370.0997435147974	82.85677531205286	587.178230523573	45.03803279332534	473.3913094673146	72.47819745919034	61.29421915444349	299.6846403790552	173.55291277046646	449.0811015425381	1686.9880840260432	84.11956897758971	0.0	0.0	527.5565197725405	18.42479852097246	451.5010599520398	289.0182988788126	0.0	3.5547462555093654	5189.96365631736	10.076566047377453	521.0836755814587	302.0676923076923	5645.618015781381	6.153846153846153
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	81652.09358311287	116977.4787388568	74608.09758682142	62276.301545875045	74764.17430273564	68658.4063749679	39043.48370165229	87614.02027248559	106667.66797916828	61842.90733138541	77395.81892368496	87695.75406040548	381682.4789760849	304532.7103371372	141258.95497797985	87337.07762345944	168739.90042825925	139956.23759686868	147136.525670167	159606.82415452538	144469.37795743902	170914.72714320003	154592.03126392447	186857.24041644068	73996.94694442293	88767.81661109353	61126.74630592306	78359.84327498541	38986.88511421425	97321.78816807912	70835.49126753758	73461.43501478	0.0	49412.77741648672	93058.3020320075	302.5114854517611	70413.9244063857	96153.61470788407	24458.992351973528	49310.0895274235	39009.73411238009	32992.65813695047	32848.00308366302	30357.34274623277	1019.8222222222222	65257.80190264189	98705.21259727702	87712.23630117041	39168.731275719496	81928.76055031794	85640.12681772714	84427.04664120406	24969.216448182146	53832.706036276766	45783.54938297437	109140.52725023682	1047.3884685253931	87987.37792760412	100981.2545754565	105950.68591742688	69905.69887514746	50305.95665119782	106259.3544383626	31818.61135125457
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	18388.426650516696	30721.87182192477	10757.841248742272	13030.881801573849	13018.50393994697	8528.350918436006	8442.976995300896	23158.38470111931	22074.225350485656	12893.337073873025	14898.456191045869	18892.66605859216	1362.3364821453083	9081.57450947279	1479.502754080124	13228.73546658256	3789.45234863056	21096.352842789147	6957.818395140587	34840.735006640425	13806.216981857004	8431.20722393043	16746.622469537877	4295.175593089789	13501.274923261364	21280.476342453647	10949.951990344009	18025.121028677662	5303.01681772586	24229.80203722145	13034.74284969715	16940.053083435047	0.0	11514.39334684312	22336.026964513465	39.56555349646383	14276.28944053777	21405.136012596744	5092.372297977791	11718.1254095288	9206.1202716237	8253.201043373896	6993.464778147099	6985.950182285838	201.72275126686	14574.345793390645	16113.809377570173	17037.050094271854	5313.400348438621	14157.655241951185	21962.167597772022	24324.03282059093	5529.002621338457	16058.135140011973	7823.862679246919	24445.392600700645	138.90852973342106	20687.23661646803	17177.388238159572	19854.783283852797	11802.859036859283	7346.335216613701	18699.56894095724	6375.6585019230215
PWY0-301	L-ascorbate degradation I (bacterial, anaerobic)	3840.7252928629136	3620.097478334768	3254.4974369475267	2074.5771747356184	6075.711663976436	2230.626763695276	2471.2418745604277	3457.2030286404247	11231.545223500503	3518.179883833792	4498.76557542637	2446.919669121073	214.83944473309467	284.0175411446698	90.6317062165758	1212.0715563963954	556.6412705592032	2727.0879196271903	1969.8137384447523	2935.197614069444	5326.410657660175	153.75297578490574	2675.928076947152	124.61593545615396	3355.946586833104	3194.952094334274	4457.01942999973	7603.794329756908	2077.3687773368383	3633.685452859386	3918.7019912165615	2398.01493787819	0.0	2137.0442770454524	6621.84375579322	0.0	5685.343119243889	5605.915944564901	8509.658531837511	3964.475627197659	1592.9319161677788	1359.4720540588528	1327.402758485977	1362.7640599167062	141.2942349901736	3814.4807036753296	3409.2451576080725	2690.0376123494366	5624.055818746831	2716.160071502107	4812.279522103566	6770.914331261246	1635.1380544651352	1937.0579826862415	1845.446811351989	3186.676953365813	37.1253014190368	3291.8479268095043	5065.481204336516	9903.153855103124	5639.809189720637	3886.377307133445	6872.1618522502695	15385.322495436958
PWY0-321	phenylacetate degradation I (aerobic)	0.0	0.0	290.3637021417696	33.59995158601634	0.0	282.5789338160736	35.08923257127638	9.242335537075345	0.0	0.0	316.6279073898366	0.0	6.593684495163862	131.45004813248366	0.0	16.026463653018233	16.55428219071723	23.77261757665793	16.486086285291282	134.08069729629318	4.9970082525654425	25.55126706112281	0.0	15.156786965458044	849.7216107158284	8.27717920685572	0.0	759.1851513858084	6.371884473907666	27.564570118612806	415.0661433588139	2081.809606276079	0.0	134.38279545599156	411.1338303002023	0.0	289.41936590513023	107.3973115338403	78.05966956341176	30.9542687711948	0.0	0.0	20.336133411573105	96.53096638182129	0.0	1049.026335968644	0.0	0.0	0.0	245.47269867218296	11.094687403943798	0.0	35.74268505707164	37.12295475329397	0.0	384.028866986664	0.0	7.984157388273264	0.0	9835.47286306079	0.0	0.0	0.0	0.0
PWY0-41	allantoin degradation IV (anaerobic)	0.0	5.639448366573904	531.9554701585361	63.06446606121241	43.03511361069628	143.27214111780626	279.34236087882726	111.59273264385124	0.0	0.0	278.11540633896254	118.06632033473636	9.907297161089566	9.76878832929698	0.0	46.32152045894114	22.339238597964947	10.428190307374324	28.72775216682582	0.0	0.0	0.0	0.0	0.0	469.4707643593326	40.44702269008526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.67312488003688	618.3401757582564	0.0	220.4342226522768	0.0	0.0	2.456050494275795	30.913830142479156	10.465208322699697	34.402038072641204	0.0	0.0	0.0	0.0	0.0	0.0	2.114724164346569	77.27373281682945	0.0	169.66403897321578	18.388910744222667	39.59412036796456	140.87563208848584	0.0	0.7564515788916206	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-42	2-methylcitrate cycle I	1024.4249861793987	120.642381824542	731.7365330112603	33.5408453781179	138.11815641124292	353.2799185194333	556.5907165468665	24.73743080138789	6944.626409848727	2194.9449069410543	1400.0202746312752	23.023374700929917	48.356727562176886	13.075886748077128	2.698404298008356	15.981251733118166	65.32453834483223	14.12104258551112	27.690065794725317	358.4668866215695	11.6702214023082	40.14158484155621	21.31975351018448	48.48898813629466	1755.4914440829946	28.555549078013183	2316.6935069946626	5996.795053937916	0.0	67.15012187461947	3466.2870463615536	948.5208093706487	0.0	259.7331044326353	4138.488564369521	0.0	914.810207886871	538.775772552889	3017.8360516412126	1464.9433376767518	72.85243483647193	23.06264543512211	63.78263813439651	101.73197406515123	105.65831840991832	1224.1291360394937	435.7003429593681	1159.794600481821	2207.856162447107	220.40464765989083	71.88057149812037	23.7678429876639	478.0641073678216	53.49270392691092	263.899443616474	283.60611416231546	2.14	14.966494128070236	6795.8121958220745	14203.627593054316	3537.4111560047754	2024.1996500993573	9899.195122320934	5552.999280057596
PWY0-781	aspartate superpathway	14862.72562342908	26802.83343204896	11200.22472800762	13632.798060542278	11637.556075020126	12133.31156580365	9706.715541974849	21357.74534308352	20698.021713974627	13376.168558226833	14871.55562265668	19464.463126369203	1885.101852831188	4866.98569456928	2473.925053841937	12697.770773242715	3152.0115188455907	19556.71756494857	11872.658074249555	27299.35198789898	22355.91329305225	2132.880374758613	19217.827602797883	898.4219056025694	13371.514702958735	20250.1667193626	13261.666891523402	16772.223202105215	5699.659496973432	22085.481918491954	12472.165373123078	16684.769420790562	0.0	11740.842716028988	20960.91098372974	10.215550501372292	14740.709053477782	20400.910751534582	4637.371540493062	10566.114398188687	7834.537699511959	7494.140860629405	6841.30735145273	6836.087378846981	217.37732961769512	14981.553535440984	14248.375606156984	17495.084379579544	6542.1061309651805	13482.428652921632	17748.85864343008	18086.91014601908	5430.970584586844	12511.630753196534	5252.934714930752	23787.399686309785	140.9078764211059	20352.8025634606	17878.77239221914	15436.518808917595	10028.384269627366	5671.744692133581	19731.04586539466	1798.9430907435603
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	5754.953778043217	14968.788742894856	9841.981773521684	5740.0192699307045	7236.838665386286	2802.1222026109303	3761.269945001802	11080.017284907888	16701.02085100389	6043.884463379277	6827.831007692654	6040.934516267314	167.6783470724233	1367.5969209714988	1182.3625553171407	3833.64440916834	987.4043483181496	5981.878990214706	3175.706942686244	9408.25829671225	11055.553810403746	808.1538002864006	3132.488650729103	360.3588477209556	8801.933242703968	8341.569860051086	5773.325002974952	13573.572236022914	133.69965053843174	4831.291842384258	7225.017119364684	7116.58919293962	0.0	3711.6812588875896	11862.59766170488	0.0	8385.139992824346	10762.997304754788	4520.648690655365	6776.268388358222	4959.078248196258	4184.945298265784	3176.13420644852	2768.743206328372	183.98430184489615	5568.46444929018	7151.361484284749	5657.277588932371	4503.639213801337	3171.4335920026665	11564.797520152017	11676.12605976752	2749.71533928126	6784.908747942402	5397.127916977937	8984.51314798312	44.48394129153452	8564.493106852644	14370.25426531136	17163.578020617624	4809.594475315328	2666.888525242369	16557.032544592803	7135.678725180062
PWY0-862	(5Z)-dodecenoate biosynthesis I	8166.78971290191	26824.96022487009	4724.130855543889	12274.20253516116	4427.748972590787	9064.410534135794	5545.334541123864	19784.91441887756	19276.29951352164	16371.558982018583	8275.601621309672	17897.984835362076	355.16441554116585	3387.776631437561	13.286965556130498	5686.847879542351	1851.181420553392	11004.864810923997	2176.6067394779966	28232.276180254776	177.9968032326505	1430.182635479386	11658.851216716144	480.31301544527145	15012.7422295179	18449.0593858784	11883.286346115814	17173.344504064105	6007.193397037051	28193.664705941854	13194.336508335631	17708.823530196205	0.0	10966.52561635594	17832.21545409796	81.2363377989663	16143.1201349154	24828.152598215274	5518.854454783495	12923.69071423485	2657.8730689369863	7383.720565811801	5526.514225381329	6369.536005539893	174.92175253850718	18111.15327863108	27670.488119674217	24202.584189822155	4052.7502909016	24473.135732841205	20488.095645923797	26062.729115226364	3716.7507991250486	10985.96055097266	2357.324908921144	29692.40762181968	145.5668613860535	24618.435039224783	18152.07152425893	26031.8821446234	6929.286620496873	3836.117469607008	20852.21948401847	7745.240147506245
PWY1G-0	mycothiol biosynthesis	152.17299919078923	139.75040708375613	94.41032675098944	315.41026320968973	219.0201983948135	69.72499901503946	417.6492395379868	444.4445180276579	121.66487068965516	400.2614747930775	818.3302631390505	284.8972995792051	2.495614035087719	165.06503426591146	0.0	206.76040309979857	2.4976979742173118	194.4575147032727	5.502433908851737	598.3299999999999	9.97852439029354	142.89555863983344	195.85221063251709	55.66719759997525	165.743178198163	545.4807106421405	0.0	0.0	2.4853509902730573	119.96730869482153	0.0	275.9652138262529	0.0	205.2971813977697	325.30182312972903	0.0	468.3880949097238	400.5400615819615	28.40852229332912	1132.8208961234377	230.8756991041744	250.2323108759234	213.41006237735868	227.7261862481409	0.0	159.53978362315738	24.841637844754413	294.08	0.0	399.0046664670167	46.07661075750552	0.0	192.85468530468904	357.856205831618	26.375907907888195	761.4853064758167	0.0	16.403653425694152	0.0	304.6777736669287	5.598661864855178	0.0	0.0	0.0
